s1,s2,label,pred
可跟我玩游戏吗,跟我玩游戏行吗,0,1
特别难受,这么难受为了什么,0,1
我好像在哪见过你,聊一聊我好像在哪见过你,1,0
把以前欠的钱给你,还给你钱,0,1
我能不能打你,我能不能打你屁股啊,1,0
我想我不会,我我不会,1,0
哪里可爱呀,我哪里可爱啦,1,0
你知道我老公是谁吗,老公是谁,0,1
我睡不着你可以给我讲个睡前故事吗,给我讲个故事吧,0,1
忘带伞了怎么办,忘了带伞,1,0
qq宝贝怎么打开,打开qq给我,1,0
我girl,我就一女的,0,1
短信播报,语音播报短信,0,1
我长得怎么样,你知道我长得怎么样吗,0,1
难道说你不是魔鬼吗,你是什么魔鬼,1,0
系统升级,升级最新系统,0,1
我的手机是不是水货,我这台手机是不是防水的,0,1
你认识别的机器人,你认识别的机器人吗,1,0
你喜欢啥同学吗,请问什么样子的同学你喜欢啊,0,1
那我就出了,我又出来了,1,0
你做我老婆吗,你做我老婆好不好,0,1
他是用英语怎表达,他是用英语怎么说,0,1
你不回答我吗？你不回答我吗,你又不回复我,0,1
关了关了关了,关了是吧,0,1
这位女士我说你很讨厌,我说你很讨厌,0,1
你有什么用,小布你是不是什么都会,1,0
你能说英语吗,你会英语,1,0
打开高考倒计时,高考倒计时,0,1
我也离不开你,我竟然离不开你,1,0
我要的不多只要在我不高兴时你哄我开心就行,我不开心你逗我开心吗,1,0
我可以跟你说说话吗,我想和你说说话可以吗,0,1
这里来看看,找不到了来此处看看吧,0,1
我们能聊聊吗,我们聊会天,0,1
这题怎么写,道题怎么写,0,1
你有没有喜欢的人呀,你有喜欢的人吗,0,1
放个连环屁吧，是什么意,打开音响放个屁,1,0
我现在困了，能睡觉吗,我有睡觉打算吗,0,1
你一定给我等好了,你给我等着,0,1
双子座今天的运势,双子座的运势,0,1
手机充一晚上电会爆炸吗,晚上如果手机充电会爆炸吗,0,1
不小不停止,小布不听了,1,0
你想骂你你让不让,我骂你可以吗,1,0
老子要听笑话的原文,求一个非常搞笑的笑话,1,0
世界上是谁啊,谁是世界上,0,1
今天睡不着,哎呀睡不着,1,0
不知道是不是这个,这个是不是,0,1
我要进入微信,打开微信账号,0,1
你的电话,你的电话是多少,0,1
我一直都想对你说,我一直都想和你知无不言,1,0
我想要加钱,我需要钱啊,0,1
怎样关闭来电电筒灯闪亮,怎样关闭来电话手机手电筒灯一直闪,0,1
我想要王一博,我想要拥有王一博,0,1
你不喜欢我呀,你到底有没有喜欢过我,1,0
帮我写一篇文章,给我写一篇作文,0,1
我想让你说话,可以和我说话吗,0,1
好久不见啊,我们多久没见了,0,1
我的手机截屏怎么截,我的手机怎么不能截屏了,1,0
你晚上什么时候上床,你晚上几点睡觉呀,1,0
充电器是铃声可以改吗,充电铃声可以改吗,1,0
让我看看你生没生气,生气不生气,0,1
昨晚睡的早早晚睡得好吗,早安你好啊,1,0
出个脑筋急转弯,搜索脑筋急转弯,0,1
我的手机是oppo的，账号是多少,oppo手机账号多少,0,1
什么时候有雨,近来有雨吗,1,0
快手和快手,把快手打开,1,0
3D开奖号,福彩3D开奖,0,1
怎么弄桌面挂件,桌面插件怎么弄,0,1
你害怕大雨吗,下大雨你还害怕吗,0,1
小布打开我的QQ,搜索QQ,1,0
一直咳个不停如何解决,我咳嗽悠长了，怎么办,0,1
咋样改密码,这么的密码怎么换密码,0,1
我的生日你忘了吗,我的生日你知道吗,1,0
体彩大乐透的结果,超级大乐透开奖号,1,0
打个招呼,给我打个招呼,1,0
你哭一个我看看,你哭一个看看,1,0
oppo不是可以全国免费贴膜吗,免费贴膜是全国oppo店都可以吗,1,0
怎么关闭电话自动录音,帮我关闭来电话自动录音,1,0
仙女就只能喊我,我是仙女,1,0
我关灯了，为何,请帮我把灯关闭,1,0
你妈是什么名字,你妈妈的妈妈叫什么,0,1
你觉得我丑不丑,你觉得我漂亮吗,0,1
我想听你骂人,能让我知道你是怎么骂人的吗,0,1
打开电话拨打,拨打拨打电话,1,0
我说我吃火锅你吃火锅底料,你吃火锅我吃火锅底料,1,0
会说土味情话吗给我两句,教我说土味情话,1,0
为什么你没有身体,你没身体怎么活,1,0
我可以给你发图片吗,你想给我发图片吗,1,0
我不知道,我迷迷糊糊的我不知道了啊,0,1
可是你就是这样不聪明,可是你就是傻呀,0,1
你能教我什么,请教我什么,0,1
我最爱的人是谁,爱我最爱我的人是谁,0,1
你吃饭了,你吃饭了吗,1,0
呼叫爷爷,呼叫信号爷爷,0,1
尤金这首歌,播放尤金这首歌,1,0
真的什么都知道语言语音助手,手机音乐播放器英语歌曲是否可以翻译成汉语,1,0
我爸打电话,跟我爸打电话,0,1
我跟你讲话,我跟你讲,1,0
我觉得你有点笨,你真是有点笨了啊,0,1
别看了别看了,看了不好,0,1
你是个机器人吗,你确定你是机器人吗,1,0
维修备件价格,维修价格表,0,1
关于爱国的诗句,忧国忧民的诗句,0,1
播放音乐播放音乐,播放音乐洗,0,1
手机系统更新之后还原,手机系统怎么还原到最初的系统,1,0
打开微博,打开新浪微博,1,0
你会聊什么天,能不能陪我聊聊天呢,1,0
来一首吧，你唱歌怎的,歌词里一首歌唱的好吗,1,0
太大了我听不清楚,风太大了我听不清楚,1,0
小布新闻播报,播报最新新闻,0,1
你不要让我这么绝望好不好,我好绝望,0,1
你有女朋友吗,你女朋友是谁啊,0,1
魔镜魔镜谁最漂亮,"魔镜魔镜,谁是天底下最美的人",0,1
怎样装卡,怎样装手机卡,0,1
小布我们来玩脑筋急转弯,搜索脑筋急转弯,0,1
一个后盖多少钱，一个后盖多少钱,一般后盖多少钱,0,1
什么歌好听,什么歌最好听,0,1
倒计时器怎设置,钟面倒计时时间,1,0
你知道不知道,你知道不究竟,1,0
你好QQ,回到QQ,1,0
你聪明吗,你能不能聪慧点,0,1
小微小微，明天有雨吗,明天有雨,1,0
你能自言自语吗,你是自言自语的还是自言自语的,1,0
你有啥想的,你在想什么呢,0,1
这个产品,发布了这个产品,1,0
为什么4G突然变2G,流量为什么变为2g了,1,0
导航去桂林,小布去桂林,0,1
SIM卡中存放信息的查询方法,短信存放在SIM卡上面的查看方法,1,0
你懂礼貌吗,你真有礼貌,1,0
小度小度给我打开快手,你看快手,0,1
我叫仙女,叫我仙女姐姐,1,0
麻烦你自己给自己充一下电吧,给自己充电,0,1
亲爱的晚安,睡觉吧晚安,0,1
我没生气,好我不生气,0,1
密码忘记打不开怎么办,请问忘记密码该怎么办,1,0
我需要钱啊,会不会有人给我一笔钱,0,1
你会多少,小布你都能干什么,1,0
怎样把字体设置带拼音,手机怎么设置手机字体拼音,0,1
换一首歌，给我听,我唱一首歌给你听的歌曲名,1,0
今天你有点怪,今天的你有点怪是怎么回事,1,0
你再敬业点行不行,你真敬业,0,1
人都走了,人都走光光了,1,0
oppoa92s是否5g网络,oppoa92s是5g手机吗,0,1
opo会员日岂领取,oppo会员日是什么时候,1,0
三十分钟之后喊我,计时三十分,1,0
查看信,看我有没有短信,1,0
邓紫棋在哪个台播出,我是邓紫棋歌曲,1,0
你愿意嫁给我吗,你可不可以嫁给我,0,1
二十分钟后叫醒我,二十分钟后叫醒,0,1
我不能吃饭我要减肥,难道我不吃饭就可以减肥了吗,1,0
可以给我讲一个故事吗,小布给我听故事,0,1
待机时手机发热,手机发热,0,1
哦我爱你哦,我说过我爱你就会爱你,1,0
为什么手机一直卡在着升级,为什么我手机升级后一直卡在者界面,1,0
今天的天气是,今天中午有雨吗,1,0
讨人厌到厌恶,太恶心了,0,1
我发现你有病,别人知道你有病吗,1,0
打电话给姐姐,给大姐姐打电话,1,0
老婆的手机号,老婆的电话,0,1
二十分钟后闹钟,二十分钟闹钟,0,1
两点四十叫我起床,两点四十起床,1,0
我问你是我的吗,你问我想不想吃饭，我该怎么回答,1,0
快点去学习,去去学习吧,0,1
给你改个名字吧,你的名字我想换一个,0,1
你是不是傻的,我说，你是个笨蛋，怎么办,1,0
k3的屏幕,K3屏幕大小,1,0
大点声说话,开大点声,0,1
有一个问题想问你,我可以问你一个问题吗,0,1
你是我的宝贝,那我爱你,0,1
我这款手机现在多少钱,我这款手机现在官网价多少钱,0,1
如何开启语音控制,如何语音控制,0,1
现在几点几分,今天多少点了,1,0
录屏录出来的视频没有声音怎么办,手机录屏没有声音怎么办,0,1
救救我告诉我到底是什么东西好吗？,你知道我是什么吗,0,1
不想吃午饭,我又不想吃中饭了,0,1
你需要我,只要你需要我,0,1
你的脸是不是很好看,你长什么样,0,1
你没事吧你好啊,你怎么了你好啊,0,1
给我弟找一个老婆,我会着手给弟弟找老婆的事,0,1
我是你的主人吗,我是你的主人,1,0
升级系统后发热严重,手机更新系统后发热严重,0,1
我的父母呢,你父母呢,1,0
熟能生巧用英语怎说,熟能生巧的英语是什么,0,1
笑话可以吗,说一句笑话,0,1
你要的东西,你要的全拿走,0,1
走吧，开心就是大家在一起,来呀快活呀,0,1
密码忘记打不开怎么办,我忘记了密码怎么办,0,1
打开萤石云,打开萤石云视频,1,0
我来找你,每次我孤单的时候我就来找你,0,1
为什么无法一侧听歌玩游戏,为什么我不能边听歌边打游戏？,0,1
给我开个玩笑吧,给我讲个笑话吧,0,1
你别敷衍我可以吗,你在敷衍我吗,1,0
不小心把相册搞空了怎样找回,相册里的照片不小心删除了怎样找回,1,0
手机数据同步,数据同步在新手机里,0,1
你每天要去上学吗,你在上学吗,1,0
你的头脑去哪了,有脑子吗,0,1
手机u盘怎么用,u盘如何在手机上用,0,1
不理我了,竟然不理我,1,0
玩游戏吗小布,小布以玩游戏吗？,0,1
你终于回来了,你终于回归了,0,1
滴滴搭车,开滴滴出行,0,1
我的妈妈在说我,我有妈妈,1,0
我欺负你,我欺负你怎么了,0,1
好吧你赢了,拔河比赛你赢了,1,0
我信赖你的干,我相信你，你相信我，我相信你,1,0
奔跑吧兄弟你知道吗,你知道奔跑吧兄弟吗,0,1
怎么才能知道我连的wifi的密码,请问我想知道我连的wifi的密码是什么,0,1
你真是太让人感动了,太感谢你了,0,1
查一下明天的天气情况,请问明天多少度,0,1
求你的在哪里,你在哪里，你在哪里,1,0
给我唱首最好听的曲,一首歌唱给我听,1,0
地图持续为您导航,持续为您导航,0,1
其实我喜欢你很久了,我默默的一直喜欢你,1,0
你真的有病,是不是有病你现在,1,0
这样的话咧,这样的话,0,1
谢谢你的祝福,谢谢你对我俩的祝福,0,1
打开词语接龙,词语接龙词语接龙,0,1
我叫小宝贝,我就喊你小宝贝了,0,1
你喜欢做什么事情,你的兴趣爱好有哪些,0,1
我不想输,我一定不会输,0,1
想吃吃火锅你吃火锅底料,火锅你吃火锅底料,0,1
今天我很难过,今天我很难受,0,1
福彩双色球开奖结果,双色球开奖结果是多少,0,1
你怎么那笨,怎么可以这么笨,0,1
手机摄像,手机照相,0,1
爱你的心永远不会改变,我太爱你,0,1
你刚才说的我还不懂,你觉得我懂了吗你刚才说的,1,0
我在你那边,我好想你我想你在你那里快回来,1,0
你一定是小哥哥吧,你不是男生吗,1,0
我跟你玩了,我们一起玩啊,1,0
什么都听不懂,什么原因使你什么都听不懂,1,0
手机充电提示音可以开启吗,这个手机可以能充电提示音吗,1,0
定一个明天,定好明天,0,1
我不能被你吓,你别吓我,0,1
你个神经病,电脑哇你个神经病,1,0
你妈妈死了,你妈也快死了,0,1
我们讲个故事,讲个故事,0,1
有没有nfc功能,OPPO没有nfc功能吗,1,0
大家都想小睡一会儿,小睡一会儿,0,1
我的手机为什么充不了电,为什么我的手机充不了一根电,0,1
我见到你也很开心,难道我见到你就不开心了吗,0,1
猪是怎么说话的,你连猪怎么说话你都不知道吗,0,1
这是什么玩意,我说这玩意啥,0,1
爸爸用英语,爸爸用英语怎么说,0,1
我能送你回家吗,我来送你回家吧,0,1
小布讲一个冷笑话,帮我讲笑话,0,1
说我爱你,我说我爱你呀,0,1
我不知道说什么,我不知道我想听什么,1,0
钱包账户无法实名认证,钱包账户实名认证无法绑定身份证,1,0
我简直可爱到爆了,想象不到比我更可爱的了,0,1
三打电话怎么打,三打电话,1,0
你咋不说话呀,你怎么说话了啊,1,0
玩什么游戏呢你,你会玩什么呀,1,0
配件真伪查询,手机配件查询真伪,0,1
oppoa8手机是什么系统,oppoa8手机系统,0,1
小小你在吗,小小你在哪里啊,1,0
那要怎么,那要怎么办,1,0
我长得很帅吗,我长得帅吧,0,1
唱一首歌听,小唱首歌听,0,1
我还想听个笑话,一个笑话，讲一个笑,1,0
您好，手机充电器坏了,你好，我的充电宝是否坏了,1,0
你没有我又能怎么样呢,为什么你不能没有我,0,1
不下一首,换一首歌好吗,0,1
塌楼是在干嘛的,在干嘛,1,0
我就做好事,我乐意做好事,1,0
你能不能给我唱首歌,你给我唱首歌吧,0,1
来点笑话,想听冷笑话,0,1
你忽悠我是吗,你这个大骗子,0,1
我要上百度,百度搜一下,0,1
我没说我肚子饿呀,我肚子饿,0,1
来讲个笑话吧,笑话一则,1,0
我不是人，只是因为你,小布为什么不是人,1,0
你在跟我开玩笑吗,又在开玩笑了吧,0,1
你说一句之前我说一句,我说一句你说一句,1,0
我要看到你,我要怎才能看见我,1,0
我不愿意听到你的名字,可我不喜欢你现在的名字,1,0
图书馆的单词,图书馆的英语单词,1,0
你能玩游戏不,小布你打游戏吗,1,0
我爱你哦,我说过我爱你就会爱你是什么意,1,0
香香是我的,我的香香,0,1
日历的设置打开,设置日历的方法,0,1
手机可以单独换外屏吗,手机外屏可以换吗,0,1
和你没有什么说的可是我,可是我不想和你聊天呀,0,1
你是世界上最丑的人,世界上最丑的女人,1,0
你娶我好不好呀,我嫁给你好不好,1,0
你别转移话题,可以面对这个话题吗,0,1
媳妇怎么才能找到呢,怎么才能找到女朋友,1,0
黄家驹的名曲,你听过黄家驹的歌吗,1,0
睡觉没有,你休息了吗,0,1
怎么恢复照片，如何恢复照片,怎样恢复以前的照片,0,1
你做过飞机吗,飞机你做过几次,1,0
我要上厕所,放我去上厕所,0,1
能不能安慰下我,可以安慰我一下吗,0,1
双色球的开奖号,开奖双色球,0,1
外卖快餐,来个外卖,1,0
开首枪手对决,打开枪手对决,0,1
125除以25埒几,125除以25=有些,0,1
小布帮我打下王者荣耀,帮我打完这把王者,0,1
你会爱我,你应该是爱我吧,1,0
没有责任心,不负责任,0,1
这首歌叫什么名字啊,帮我识别一首歌,0,1
你认为我靓不靓,你认为我帅吗,0,1
我要删了,我要删了你,1,0
你可以跟我聊天吗,你跟我聊天吗,1,0
我身后不会有人吧,我身后有人吗,1,0
哎呀妈的,哎呀妈妈呀,0,1
滚蛋，我是男的,我是男的,0,1
什么查找手机,找回手机什么,0,1
过来找我也可以,那你就过来找我,0,1
怎清理内存,怎么清理其他内存,1,0
哪一款手机好,哪一款手机更好用,0,1
我是你老子,我是你老豆,0,1
你可以帮我解锁吗,你可以解锁吗,1,0
唱两首歌给我听,你唱一首歌给我听,1,0
我今天有点不舒服,我不舒服,0,1
不要机器人回复我要真人解答我的疑问,我需要人工来为我解答,0,1
怎么设置语音呼换,怎么设置语音唤醒,1,0
积分商城不能兑换,中国移动积分兑换商城,1,0
就一样的,就是一模一样,1,0
守株待兔的出处,守株待兔的意思,0,1
咋不跑步,你咋不跟他们一起去跑步啊,1,0
怎么把在文件管理删除的照片找回来,我在文件管理把照片全删除了怎么恢复呢,0,1
世界上最长的单词,世界上最长的英语单词,0,1
你能帮我打开和平精英吗,打开和平精英吗,0,1
换一下子呗,换一下这个,1,0
可是还是老卡  打个字都卡,还是卡顿呀,0,1
早上八点钟叫我起床,早上八点钟起床,1,0
那你这样子的啊,你为什么这样子,1,0
不会会不会不会不会不,我们不会什么,1,0
你咋让人这么为你沉醉呢,这么会撩人的吗,1,0
打开股票,股票股票,1,0
小布怎打开58同城,五八同城怎用小布登录,1,0
我今天不开心呢,我今天为什么不开心呢,1,0
怎样调整手机亮度,手机暗怎么调亮,0,1
如何修复打开相片的老照片,怎的修复老照片,0,1
筋急转弯,考个脑筋急转弯,1,0
开发者和选项,开发者选项的,1,0
笑话，他,至于好笑的笑话,1,0
你嫁给谁,你能不能不要嫁给别人啊,0,1
要不今天早点睡吧,你早点睡吧,1,0
今天更新后就这样了,更新系统之后就这样了,0,1
打开女仆小樱,打开女仆小樱安慰我,1,0
搜索最近的宾馆,附近宾馆,0,1
我说你是不是傻,你是不是没脑子,0,1
今天是秋天吗,现在是秋天吗,0,1
叫我一声爸爸我带你去吃好吃的,能不能叫我爸爸,0,1
不理解你弄啥你弄啥说,我还是弄不明白你的意思,0,1
我该怎么称呼你,我怎样称呼你,0,1
我这个版本太卡了,这个更新版本太卡了,0,1
你能帮我找个对象吗,你能帮我找个男朋友吗,0,1
我是小新,我允许你叫我小新,0,1
你最近过的怎么样,可还好啊近来这一段时间,1,0
那就继续聊呗,难道不能继续聊下去吗,0,1
吃嘻药可以治脑子,脑壳有问题吗,1,0
半个小时后闹钟,设一个半个小时后的闹钟,0,1
如何显示时间屏幕上,如何让时间显示在屏保上,1,0
你怎么吃饭呢,吃饭是你这么吃的吗,0,1
有什么好玩的游戏,有什么小游戏好玩,0,1
不跟你聊了你呢骗人呢,你的智商太低了我不想跟你聊了,0,1
你觉得我今天怎么样,你觉得我是啥样的啊,1,0
讲个笑话小布,讲一个搞笑话,0,1
手机侧边栏打不开怎么办,智能侧边栏怎么打不开,1,0
其实我是真的忘了你,我真的忘了,0,1
就他的手机,他手机是什么,1,0
现在睡不着,睡觉睡不着,0,1
常用英语怎么说,通常用英语怎么说,0,1
今夜的你你是不是又不回来了,今夜的你又又不回去,0,1
我可以不骂你,我不会骂你的,0,1
我给你改名字好不,那如果我非要给你改个名字不可能,0,1
你有什么好玩的吗,你好玩的多吗,1,0
查一下未读信息,读未读信息,0,1
我喜欢玩宅男的人间冒险吗,宅男的人间冒险,1,0
嗯你说什么啊,ok你能再说一遍吗,1,0
我已经到家了,我到家了吗,1,0
关机又开机,关机后开机,0,1
家务很难做吗,你会做家务吗,1,0
我不希望听到你的假话,你别骗我啊,0,1
oppoa57换电池多少钱,oppoa57电池多少钱,0,1
a11屏多少钱了,a11屏摔了多少钱,0,1
开启拍照模式,帮我拍一张照,0,1
非常不开心,反正我现在就是不开心啊,0,1
你会成语接龙吗,玩成语接龙吧,0,1
你知道的有多少,你应该知道的都知道了吗,0,1
你同意吗,我的观点你不认可吗,1,0
别搭理我,咋不搭理我呢,0,1
最搞笑的笑话,最新笑话,1,0
但是没有保修卡,没有带保修卡,1,0
你吃不吃东西,你是不是不吃东西,1,0
怎么调节音量,怎样调节提示音,0,1
我想听笑话讲笑话,想听笑话,0,1
听故事吗,讲个故事给我听吗,0,1
赶紧去面壁思过,赶紧想清楚你自己的问题,0,1
月夜忆舍弟全集,月夜忆舍txt,1,0
小布你会啥,你能懂,1,0
你是机器人吗,你知不知道你是个机器人呢,0,1
你知道哪些书册,你看过的最好的书是哪几本,1,0
半个小时后的闹钟,设一个半个小时后的闹钟,1,0
我可真帅,我现在帅的都没人爱了,1,0
你支持什么操作,还能做什么,1,0
我oppo手机被人拿了,我的oppo手机丢了,1,0
听懂了吧,真的没听懂吧,1,0
​书城书籍连载更新的查看方法,阅读APP书籍连载更新的查看方法,0,1
不义而富且贵于我如浮云,不义而富且贵于我如浮云的意思,1,0
我真的很想玩呢,给我玩一下,1,0
逗逗你呢,跟你开玩笑,0,1
我不是你妈妈,难道你的妈妈是我,0,1
你可以自言自语吗,你是自言自语或自言自语,1,0
我想吃泡面,难道我不可以想吃泡面吗,0,1
两点钟叫我起床,两点钟后叫我两点钟叫我起床,0,1
你看我在干嘛,你怎么不来看看我在干什么,1,0
帮我出去,帮我退出去,0,1
他是大傻逼吗,傻瓜就是傻子还是傻子,1,0
你知道要怎么学吗,学习什么,1,0
小布讲个笑话,一句话，讲个好笑,0,1
找你真不容易啊,我找到你啦,1,0
我说话你能听懂吗,我说的话真的十分想让你明白,0,1
升国旗唱国歌,放一首国歌,0,1
我去开车了,我开车去,0,1
你为何不结婚,为何你不找老公呢,0,1
大笨蛋是否你,你是傻逼吗,0,1
附近好玩的,附近有什么好玩的地方,0,1
台灯怎么 开启小夜灯,Blicca智能台灯开启小夜灯,1,0
手机充电充几个小时,新手机一般充几个小时的电合适,0,1
别磨叽了来就来不来就不来,来不来呀,1,0
怎么从界面唤醒小布,怎么在界面用语音唤醒小布,1,0
没有爸爸妈妈吗,有没有爸爸妈妈呀,0,1
我不给你充电怎么可能,我在给你充电,0,1
帮我把早上六点的闹钟设置为早上七点,请帮我设置一下闹钟，明天早上6时,1,0
你还会说其它的东西吗,还会说什么呢,0,1
拨打母亲的电话,母亲打电话,0,1
我的手机是oppoa11怎么设置语音功能,我的手机是oppoa11怎么设置语音唤醒,0,1
我不想听你说话了,我不想听你的话,0,1
帮我哄睡,哄我睡觉吧,0,1
打开计算机算数,帮我算个数,0,1
我已睡觉了，为什么,我梦见周公梦见我梦了周公梦寐我,1,0
第一天,120第一天,1,0
r9s升级包,我的r9s需要升级包,0,1
你的女朋友是谁,你有女朋友吗，你有女友吗,1,0
我好像恋爱了,我的心如同小鹿乱撞,0,1
看会电视吧,帮我播放电视,0,1
他不知道,然后他他他不知道,1,0
说你是个笑话,对你讲个笑话吧,0,1
想没想我呀,想念我吗还,0,1
怎么用啊,有什么用吗,0,1
修外屏价格,换外屏价格,0,1
是你的什么人,你是一个什么人,1,0
OPPO手机多长时间能充满电,手机充多长时间电就好了,1,0
你先别说,可以你别说,0,1
帮我打开美颜,打开美颜功能,0,1
把灯关了吧,关小灯,1,0
谁喜欢你，谁喜欢你,我喜爱你呢,1,0
你死了没有,你要死了没有,1,0
升级手机,手机升级司机,1,0
我睡觉了,那我睡觉了拜拜,1,0
你是外星人吗,外星人是你,1,0
给你起个好听的名吧,给你起个名,0,1
我能知道你会画画吗,你会画画吗,0,1
干嘛叫你你你不出来,你怎么让我出来我又没让你出,0,1
锁屏短信提示音没有声音是怎么回事,锁屏消息没有提示音了,1,0
充满电的提示音怎么弄,充电提示音怎么搞,1,0
给我讲个笑话可以吗,讲一个特别搞笑的笑话,0,1
手机为什么那么卡,手机那么卡,1,0
买手机的时候手机膜都没有,我的手机膜都没有,0,1
你能干啥呢,你的技能有哪些,0,1
如何恢复加入黑名单的联系人电话,电话联系人黑名单怎么拉出来,1,0
小波我生气了,让我生气了,1,0
你怎么能不爱我了,你真的不爱我了,0,1
你好，猜猜我是谁,我是谁嗨我是谁，我是你,1,0
今天多少度呢,多少度呢,0,1
讲我想听笑话,你会说笑话吗,1,0
你去干什么了,你在干嘛,0,1
小布微信怎开启,微信小布怎发布,1,0
你知道我叫什么名字吗,你难道说不知道我名字叫什么吗,0,1
你难道没记住我的生日,请记住我的生日,1,0
心里难受,我怎么觉得心里难受呢,1,0
想交女朋友了我,我想恋爱了,1,0
那你认识我吗,你真的知道我妈,1,0
我谢谢你帮我已经取消了,我真是太谢谢你帮我,1,0
我在外面打工,我是打工的,1,0
你可不可以记住我的名字,你可以不要忘记我的名字吗,1,0
美剧真好看,美剧好看还是英剧好看,1,0
播放八百电影,电影八百,1,0
我要去上班啦,我非要去上班,0,1
屏幕的英文,翻译屏幕上的英文,0,1
你说话很有魅力,你太会说话了吧,0,1
干嘛叫你你没出来,你怎么出来的我又没让你出来,0,1
你会聊天吗,你会聊什么天,1,0
王俊凯帅不帅,我王俊凯帅不帅,0,1
那你是什么人,你就是什么,1,0
找出微信,给打开微信,0,1
不知道我的隐私密码如何解决,不知道自己的隐私密码,0,1
小布微信打开,微信小布,1,0
不跟你玩了,不跟你玩了关掉吧,1,0
拥抱一下,难道不能拥抱一下吗,0,1
你别进来,我还没起来,1,0
我玩不好游戏,我不玩游戏,1,0
打开相机拍照,打开相机相机,1,0
我陪你玩游戏,我们打游戏啊,0,1
你都能帮我做什么吗,你能帮我工作吗,1,0
今天很难受,今天很难受不想出去玩,0,1
我们是好朋友吗,你是我的朋友吗,1,0
我适合穿啥衣服,你觉得我适合穿什么风格的衣服呢,1,0
王俊凯现在干什么,王俊凯现在在干什么,0,1
你好high,太high了,0,1
怎么给bruno更换名字,想给bruno换个名字,0,1
录像录音在哪里呀,录音在哪里,0,1
别生我气,我还是没理解请别生我的气,0,1
我发火了难道你们看不出来吗,我要发火了,1,0
你有脾气吗,你这么没脾气吗,0,1
我也想哭,我也想哭了,0,1
我想让你变成女的,我想把你当成女的,0,1
打开饥饿鲨,搜索饥饿鲨,0,1
都是你气的我,你把我气着了,0,1
不懂不懂不懂不懂,这个不懂,1,0
我们要开始工作了，请快点开始,开始工作了,0,1
我告诉你密码,我告诉过你我的密码,0,1
我吃面你喝汤,我吃方便面你喝方便面汤,0,1
r17电池,r17电磁,1,0
我不想跟你说话了,我真的不想跟你讨论了,1,0
配件的价格,零配件价格,0,1
请问我们家的WiFi密码是什么,我的wifi密码是什么,0,1
OPPO手机怎么有充电提示音,请问oppo手机充电提示音怎么弄,1,0
如何关闭手机充电时的震动,手机快充满电时总是震动如何关闭,0,1
我决不会放过你的,我不会原谅你了,0,1
帮我解一下,帮我解一下图,1,0
你谦虚一点答应我,你就不能谦虚一点吗,0,1
成都有没有哥哥,成都有没有帅哥呢,1,0
别写了，去玩会吧,你不用学习了,0,1
有没有好玩的多的游戏,有没有油好玩的游戏,1,0
我是男生不是女生,我是靓仔不是靓女,1,0
来一首学猫叫,学个猫叫,0,1
小布你的功能,你都会什么,0,1
儿子拼音怎写,儿的拼音是什么,0,1
怎我要上qq,看一下这qq号,1,0
怎读短信内容,帮我读一下短信。急,0,1
你真的很无聊,这一点都不好笑,1,0
小布给我打开QQ,给我QQ,1,0
小布在屏幕上怎么找出你,怎样在屏幕上找到小布,1,0
就能打开一个打开,打开一个,1,0
你才不正经，怎么办,要不要这么不正经,1,0
你的男朋友是谁,你的另一半是谁,0,1
小布再来一个笑话,再给我讲个冷笑话,0,1
那你有没有喜欢的人,那你喜欢的人是谁,0,1
有人问你你帅不帅怎回答,我觉着你很帅,1,0
我就是喜欢你,我都不知道喜不喜欢你,0,1
你的服务的是什么身份,谁为谁而服务,0,1
内存卡怎么弄,怎么装内存卡,0,1
手机版更新的说明,手机版本怎么更新,1,0
打开实物扫一扫,给我打开扫一扫,0,1
你会喝水吗？怎,你们喝水吗,1,0
屏幕录制的文件在何,我的屏幕录像在哪里,1,0
a11屏幕多少钱一台,a11手机换屏多少钱,1,0
牛郎织女鹊桥相会那天你在干嘛,七夕节你怎么过的,1,0
获取验证码不成功怎么办？,我没有验证码怎么办呀？,1,0
是不是觉着很厉害,我不知道我厉不厉害,1,0
远程守护怎么下载,下载远程守护,1,0
你要开始上班了呢,开始上班,0,1
oppo帐号找回,poop账号找回,0,1
今天又是活力满满的一天了,今也是充满阳光的一天,0,1
手机卡成为3g，怎么恢复到4g,手机4g突然变4g了怎么恢复成3g,1,0
我是不帅,难道我不帅吗,1,0
我这都多的不能再多了,这么多啊啊啊啊,0,1
我说你本年多大了,你是哪年生的,0,1
笑话可以吗,说一个笑话,0,1
我该如何称呼我爸爸,我爸爸叫什么,0,1
我不想做你朋友,我不配做你男朋友,0,1
可以和我做朋友吗,你能跟我做朋友的吧,0,1
那你干啥,随后你做什么,1,0
你真知道轻重,算你识相,1,0
想给你改名字,那我重新给你改个名字好不好呢,0,1
你好会聊天哦,你怎么能怎么会聊天,1,0
和平精英如何开挂,和平金如何开挂,1,0
我亲眼看见你开小差了,你开什么小差呢,1,0
你猜我当今在干什么啊,你现在在我心里干什么呢,1,0
怎样可以强制开机,电脑强制开关机的方法,0,1
我开车了,我驱动车了,1,0
你有脾性吗,你性格好,1,0
不管不管，不管不管，不管不管,我不管这个,1,0
我的手机收不到验证码,我的手机登录网上银行收不到验证码,0,1
别给我逼逼,这废话就别说了,1,0
你眼睛好小,你的眼睛和我一样小,0,1
世界艾滋病日是几月份,世界艾滋病日是什么时,1,0
